,N of iteration,Number of discovered cells,Number of newly discovered cells,Pose of robot in origin frame,Pose of origin in map frame,Map resolution,Time passed
0,1,247,247,"{'x': 0.9882211386356219, 'y': 2.517693004825695}","{'x': -3.0843774973544935, 'y': -1.4162993051796986}",0.15000000596046448,0:0
0,2,247,0,"{'x': 0.9882211386356219, 'y': 2.517693004825695}","{'x': -3.0843774973544935, 'y': -1.4162993051796986}",0.15000000596046448,0:0
0,3,247,0,"{'x': 0.9882211386356219, 'y': 2.517693004825695}","{'x': -3.0843774973544935, 'y': -1.4162993051796986}",0.15000000596046448,0:15
0,4,770,523,"{'x': 3.448271053920971, 'y': 2.846766420612342}","{'x': -3.132049836409802, 'y': -1.88040274520311}",0.15000000596046448,0:15
0,5,770,0,"{'x': 3.448271053920971, 'y': 2.846766420612342}","{'x': -3.132049836409802, 'y': -1.88040274520311}",0.15000000596046448,0:16
0,6,770,0,"{'x': 3.448271053920971, 'y': 2.846766420612342}","{'x': -3.132049836409802, 'y': -1.88040274520311}",0.15000000596046448,0:38
0,7,1296,526,"{'x': 3.8512388769029573, 'y': 5.8570066941763415}","{'x': -3.132049836409802, 'y': -1.88040274520311}",0.15000000596046448,0:38
0,8,1296,0,"{'x': 3.8512388769029573, 'y': 5.8570066941763415}","{'x': -3.132049836409802, 'y': -1.88040274520311}",0.15000000596046448,0:38
0,9,1296,0,"{'x': 3.8512388769029573, 'y': 5.8570066941763415}","{'x': -3.132049836409802, 'y': -1.88040274520311}",0.15000000596046448,0:55
0,10,1326,30,"{'x': 1.9314283741616702, 'y': 6.118675306504035}","{'x': -3.132049836409802, 'y': -1.88040274520311}",0.15000000596046448,0:55
0,11,1326,0,"{'x': 1.9314283741616702, 'y': 6.118675306504035}","{'x': -3.132049836409802, 'y': -1.88040274520311}",0.15000000596046448,0:55
0,12,1326,0,"{'x': 1.9314283741616702, 'y': 6.118675306504035}","{'x': -3.132049836409802, 'y': -1.88040274520311}",0.15000000596046448,1:1
