%time,field.x,field.y,field.z
1659375749713606595,0.25953346490859985,-0.653688907623291,0.0
1659375749764512062,0.25953346490859985,-0.653688907623291,0.0
1659375749821178436,0.25953346490859985,-0.653688907623291,0.0
1659375749845005750,0.25953346490859985,-0.653688907623291,0.0
1659375749899796247,0.25953346490859985,-0.653688907623291,0.0
1659375749928572654,0.25953346490859985,-0.653688907623291,0.0
1659375749983283042,0.25953346490859985,-0.653688907623291,0.0
1659375750035039901,0.25953346490859985,-0.653688907623291,0.0
1659375750092272758,0.25953346490859985,-0.653688907623291,0.0
1659375750114722728,0.25953346490859985,-0.653688907623291,0.0
1659375750169606685,0.25953346490859985,-0.653688907623291,0.0
1659375750198475599,0.25953346490859985,-0.653688907623291,0.0
1659375750254196643,0.25953346490859985,-0.653688907623291,0.0
1659375750307150125,0.25953346490859985,-0.653688907623291,0.0
1659375750361417055,0.25953346490859985,-0.653688907623291,0.0
1659375750410101652,0.25953346490859985,-0.653688907623291,0.0
1659375750457798957,0.25953346490859985,-0.653688907623291,0.0
1659375750506027221,0.25953346490859985,-0.653688907623291,0.0
1659375750550044775,0.25953346490859985,-0.653688907623291,0.0
1659375750594101428,0.25953346490859985,-0.653688907623291,0.0
1659375750637968778,0.25953346490859985,-0.653688907623291,0.0
1659375750685916185,0.25953346490859985,-0.653688907623291,0.0
1659375750730480670,0.25953346490859985,-0.653688907623291,0.0
1659375750773986816,0.25953346490859985,-0.653688907623291,0.0
1659375750819716691,0.25953346490859985,-0.653688907623291,0.0
1659375750866647005,0.25953346490859985,-0.653688907623291,0.0
1659375750914403438,0.25953346490859985,-0.653688907623291,0.0
1659375750957948684,0.25953346490859985,-0.653688907623291,0.0
1659375751001812219,0.25953346490859985,-0.653688907623291,0.0
1659375751046144962,0.25953346490859985,-0.653688907623291,0.0
1659375751092007637,0.25953346490859985,-0.653688907623291,0.0
1659375751092170715,0.25953346490859985,-0.653688907623291,0.0
1659375751141315221,0.25953346490859985,-0.653688907623291,0.0
1659375751170720815,0.25953346490859985,-0.653688907623291,0.0
1659375751226465702,0.25953346490859985,-0.653688907623291,0.0
1659375751279447078,0.25953346490859985,-0.653688907623291,0.0
1659375751342345714,0.25953346490859985,-0.653688907623291,0.0
1659375751385611295,0.25953346490859985,-0.653688907623291,0.0
1659375751433027029,0.25953346490859985,-0.653688907623291,0.0
1659375751481605291,0.25953346490859985,-0.653688907623291,0.0
1659375751529762983,0.25953346490859985,-0.653688907623291,0.0
1659375751574411869,0.25953346490859985,-0.653688907623291,0.0
1659375751622340440,0.25953346490859985,-0.653688907623291,0.0
1659375751671774387,0.25953346490859985,-0.653688907623291,0.0
1659375751717861413,0.25934451818466187,-0.6537616848945618,0.0
1659375751765709638,0.2554693818092346,-0.6552495956420898,0.0
1659375751813731908,0.25154244899749756,-0.6567437052726746,0.0
1659375751857942581,0.24519194662570953,-0.6591277718544006,0.0
1659375751906535625,0.2396610677242279,-0.6611743569374084,0.0
1659375751906663894,0.23129041492938995,-0.6642253994941711,0.0
1659375751955980777,0.22507162392139435,-0.6664540767669678,0.0
1659375751984516620,0.2166251391172409,-0.6694437265396118,0.0
1659375752039694070,0.21058781445026398,-0.6715784072875977,0.0
1659375752086873292,0.20185278356075287,-0.6746631860733032,0.0
