%time,field.x,field.y,field.z
1659363658188846349,1.316182255744934,2.3243346214294434,0.0
1659363658239304780,1.316182255744934,2.3243346214294434,0.0
1659363658262876510,1.316182255744934,2.3243346214294434,0.0
1659363658318482398,1.316182255744934,2.3243346214294434,0.0
1659363658343311786,1.316182255744934,2.3243346214294434,0.0
1659363658399605035,1.316182255744934,2.3243346214294434,0.0
1659363658428588390,1.316182255744934,2.3243346214294434,0.0
1659363658483839035,1.316182255744934,2.3243346214294434,0.0
1659363658530603170,1.316182255744934,2.3243346214294434,0.0
1659363658586545228,1.316182255744934,2.3243346214294434,0.0
1659363658611010551,1.316182255744934,2.3243346214294434,0.0
1659363658662026405,1.316182255744934,2.3243346214294434,0.0
1659363658707956552,1.316182255744934,2.3243346214294434,0.0
1659363658761530399,1.316182255744934,2.3243346214294434,0.0
1659363658809813022,1.316182255744934,2.3243346214294434,0.0
1659363658857888936,1.316182255744934,2.3243346214294434,0.0
1659363658906095027,1.316182255744934,2.3243346214294434,0.0
1659363658950939893,1.316182255744934,2.3243346214294434,0.0
1659363658994282007,1.316182255744934,2.3243346214294434,0.0
1659363659037864208,1.316182255744934,2.3243346214294434,0.0
1659363659082274198,1.316182255744934,2.3243346214294434,0.0
1659363659130134820,1.316182255744934,2.3243346214294434,0.0
1659363659130301952,1.316182255744934,2.3243346214294434,0.0
1659363659177961111,1.316182255744934,2.3243346214294434,0.0
1659363659218214511,1.316182255744934,2.3243346214294434,0.0
1659363659274462223,1.316182255744934,2.3243346214294434,0.0
1659363659317662000,1.316182255744934,2.3243346214294434,0.0
1659363659367059946,1.316182255744934,2.3243346214294434,0.0
1659363659410509586,1.316182255744934,2.3243346214294434,0.0
1659363659458565473,1.316182255744934,2.3243346214294434,0.0
1659363659506438970,1.316182255744934,2.3243346214294434,0.0
1659363659551277637,1.316182255744934,2.3243346214294434,0.0
1659363659594552516,1.316182255744934,2.3243346214294434,0.0
1659363659642401695,1.316182255744934,2.3243346214294434,0.0
1659363659688088417,1.316182255744934,2.3243346214294434,0.0
1659363659730539083,1.316182255744934,2.3243346214294434,0.0
1659363659775462865,1.3161569833755493,2.324336051940918,0.0
1659363659822411775,1.316182255744934,2.3243346214294434,0.0
1659363659867088556,1.316182255744934,2.3243346214294434,0.0
1659363659914434194,1.316182255744934,2.3243346214294434,0.0
