%time,field.x,field.y,field.z
1659375431986278057,1.4053746461868286,2.679948568344116,0.0
1659375432017552137,1.4053746461868286,2.679948568344116,0.0
1659375432068918943,1.4053746461868286,2.679948568344116,0.0
1659375432098646163,1.4053746461868286,2.679948568344116,0.0
1659375432150177717,1.4053746461868286,2.679948568344116,0.0
1659375432176276922,1.4053746461868286,2.679948568344116,0.0
1659375432227929115,1.4053746461868286,2.679948568344116,0.0
1659375432284360647,1.4053746461868286,2.679948568344116,0.0
1659375432334589481,1.4053746461868286,2.679948568344116,0.0
1659375432356770753,1.4053746461868286,2.679948568344116,0.0
1659375432407509326,1.4053746461868286,2.679948568344116,0.0
1659375432436876773,1.4053746461868286,2.679948568344116,0.0
1659375432486364841,1.4053746461868286,2.679948568344116,0.0
1659375432531557559,1.4053746461868286,2.679948568344116,0.0
1659375432580526113,1.4053746461868286,2.679948568344116,0.0
1659375432631790399,1.4053746461868286,2.679948568344116,0.0
1659375432676880598,1.4053746461868286,2.679948568344116,0.0
1659375432726221799,1.4053746461868286,2.679948568344116,0.0
1659375432773962020,1.4053746461868286,2.679948568344116,0.0
1659375432822084665,1.4053746461868286,2.679948568344116,0.0
1659375432870146036,1.4053746461868286,2.679948568344116,0.0
1659375432914120197,1.4053746461868286,2.679948568344116,0.0
1659375432961864233,1.4053746461868286,2.679948568344116,0.0
1659375433009060144,1.4053746461868286,2.679948568344116,0.0
1659375433053579092,1.4053746461868286,2.679948568344116,0.0
1659375433101991891,1.4053746461868286,2.679948568344116,0.0
1659375433146413087,1.4053746461868286,2.679948568344116,0.0
1659375433194032430,1.4053746461868286,2.679948568344116,0.0
1659375433241807460,1.4053746461868286,2.679948568344116,0.0
1659375433291431903,1.4053746461868286,2.679948568344116,0.0
1659375433334303855,1.4053746461868286,2.679948568344116,0.0
1659375433378302812,1.4053746461868286,2.679948568344116,0.0
1659375433421525716,1.4053746461868286,2.679948568344116,0.0
1659375433465630531,1.4053746461868286,2.679948568344116,0.0
1659375433509597539,1.4053746461868286,2.679948568344116,0.0
1659375433557617187,1.4053746461868286,2.679948568344116,0.0
1659375433601680278,1.4053746461868286,2.679948568344116,0.0
1659375433649737358,1.4053746461868286,2.679948568344116,0.0
1659375433693625688,1.4053746461868286,2.679948568344116,0.0
1659375433738185405,1.4053746461868286,2.679948568344116,0.0
1659375433786998271,1.4053746461868286,2.679948568344116,0.0
1659375433832573652,1.4053746461868286,2.679948568344116,0.0
1659375433832649469,1.4053746461868286,2.679948568344116,0.0
1659375433882240772,1.4053746461868286,2.679948568344116,0.0
1659375433926090002,1.4053746461868286,2.679948568344116,0.0
1659375433983523130,1.4054642915725708,2.679739236831665,0.0
1659375434033225536,1.4067021608352661,2.6768550872802734,0.0
1659375434078465938,1.4080662727355957,2.673694610595703,0.0
1659375434122453927,1.4116448163986206,2.6655354499816895,0.0
1659375434166373968,1.414075255393982,2.660106658935547,0.0
1659375434214340686,1.4174681901931763,2.65258526802063,0.0
1659375434258600950,1.419981598854065,2.647055149078369,0.0
1659375434306194782,1.4261181354522705,2.633718967437744,0.0
1659375434350381135,1.428884506225586,2.6277198791503906,0.0
1659375434395966291,1.4316171407699585,2.6217610836029053,0.0
1659375434438095331,1.4355217218399048,2.6131932735443115,0.0
1659375434482858657,1.4379748106002808,2.607858180999756,0.0
1659375434529928445,1.4421231746673584,2.5990965366363525,0.0
1659375434573753595,1.4446818828582764,2.593839406967163,0.0
1659375434617957115,1.4481837749481201,2.586817979812622,0.0
1659375434666141510,1.4507884979248047,2.5816967487335205,0.0
1659375434666242599,1.4548019170761108,2.5738844871520996,0.0
1659375434712203025,1.45758056640625,2.5685112476348877,0.0
1659375434752730846,1.462328553199768,2.5591983795166016,0.0
1659375434803455114,1.4650415182113647,2.5537915229797363,0.0
1659375434846203565,1.469389796257019,2.5455543994903564,0.0
1659375434894196987,1.4722981452941895,2.5403659343719482,0.0
1659375434939157485,1.4775422811508179,2.531381845474243,0.0
1659375434982832193,1.480500340461731,2.526515483856201,0.0
1659375435030633449,1.484763503074646,2.5195693969726562,0.0
1659375435078187704,1.4875223636627197,2.5150558948516846,0.0
