%time,field.x,field.y,field.z
1981460000000,-0.001071492274713189,0.0051203787242671776,-0.0010027210011129446
1981493000000,-0.0010718436835950003,0.005121234580982273,-0.0010027210300690807
1981527000000,-0.0010722061057375845,0.005122116321179877,-0.0010027210599443878
1981560000000,-0.001072558222565901,0.005122972077720198,-0.001002721088981584
1981593000000,-0.0010729106886381247,0.00512382778481819,-0.00100272111805879
1981625000000,-0.0010732742011662025,0.005124709370650117,-0.0010027211480590492
1981660000000,-0.001073627377436109,0.00512556497715631,-0.0010027211772177004
1981693000000,-0.0010739809040607009,0.005126420534014145,-0.001002721206416559
1981727000000,-0.0010743455104422466,0.00512730196483756,-0.0010027212365423498
1981768000000,-0.001074699749523754,0.0051281574206845865,-0.0010027212658230249
1981812000000,-0.0010750543400746878,0.005129012826676332,-0.0010027212951440982
1981855000000,-0.0010754200438302238,0.005129894101844128,-0.001002721325397065
1981898000000,-0.001075775349909983,0.005130749406359356,-0.0010027213548060403
1981898000000,-0.0010761310096115409,0.005131604660733197,-0.001002721384256628
1981942000000,-0.0010764978171296496,0.005132485779386575,-0.0010027214146422665
1981960000000,-0.0010768541959325344,0.005133340931739629,-0.0010027214441756076
1982002000000,-0.0010772109294831782,0.0051341960337388136,-0.0010027214737497875
1982046000000,-0.0010775788445704978,0.005135076995180841,-0.001002721504262935
1982093000000,-0.0010779362995129854,0.005135931994733237,-0.001002721533920243
1982093000000,-0.001078294110333419,0.005136786943721458,-0.0010027215636185562
1982138000000,-0.001078663136518573,0.005137667747295375,-0.0010027215942597888
1982160000000,-0.0010790216710295994,0.005138522593408728,-0.0010027216240415665
1982200000000,-0.001079380562552826,0.005139377388746433,-0.001002721653864544
1982233000000,-0.0010797507033770875,0.005140258033792478,-0.001002721684634427
1982260000000,-0.0010801103208979103,0.005141112725825121,-0.0010027217145412541
1982304000000,-0.00108047029656925,0.005141967366869834,-0.0010027217444894716
1982352000000,-0.0010808415555866157,0.005142847852724758,-0.0010027217753885743
1982393000000,-0.0010812022595708412,0.005143702390032124,-0.0010027218054210023
1982393000000,-0.0010815633228479903,0.005144556876138255,-0.0010027218354950185
1982442000000,-0.0010819357036252093,0.005145437202135884,-0.0010027218665239236
1982460000000,-0.0010822974975388464,0.005146291584070263,-0.0010027218966825457
1982506000000,-0.001082659651891922,0.005147145914588894,-0.0010027219268829365
1982554000000,-0.0010830331580085522,0.005148026080059665,-0.0010027219580422513
1982598000000,-0.0010833960453300526,0.0051488803059701604,-0.0010027219883276296
1982598000000,-0.0010837592942416225,0.005149734480249435,-0.0010027220186549918
1982641000000,-0.0010841339292900886,0.0051506144845205205,-0.0010027220499453093
1982660000000,-0.0010844979135104082,0.005151468553753107,-0.0010027220803580476
1982695000000,-0.0010848622604755645,0.005152322571137863,-0.0010027221108129536
1982737000000,-0.0010852380280611997,0.005153202413533319,-0.0010027221422348846
1982780000000,-0.0010856031126838476,0.005154056325430741,-0.0010027221727755727
1982824000000,-0.0010859685612102541,0.0051549101852628185,-0.0010027222033586122
1982873000000,-0.0010863454649513628,0.005155789865103245,-0.0010027222349127743
1982873000000,-0.0010867116534924483,0.005156643619005071,-0.0010027222655820053
1982910000000,-0.0010870782071003742,0.005157497320622914,-0.0010027222962937857
1982927000000,-0.0010874562506282739,0.005158376837225714,-0.0010027223279808206
1982960000000,-0.0010878235466165401,0.005159230432468378,-0.0010027223587791984
1982993000000,-0.0010881912088389302,0.005160083975207376,-0.00100272238962033
1983030000000,-0.0010885703957980008,0.005160963327886643,-0.0010027224214408277
1983077000000,-0.0010889388027749127,0.005161816763803329,-0.0010027224523689593
1983120000000,-0.001089307577157422,0.005162670146995532,-0.0010027224833400392
1983165000000,-0.0010896879112051701,0.005163549335061956,-0.0010027225152946413
1983165000000,-0.0010900574327249385,0.005164402610982521,-0.0010027225463531408
1983214000000,-0.0010904273228260009,0.005165255833956761,-0.0010027225774547864
1983227000000,-0.001090808807633105,0.005166134856717818,-0.001002722609544121
