,N of iteration,Number of discovered cells,Number of newly discovered cells,Pose of robot in origin frame,Pose of origin in map frame,Map resolution,Time passed
0,1,392,392,"{'x': 2.9933217662031124, 'y': 2.1178319265734644}","{'x': -2.0111063020879696, 'y': 0.6685767362225556}",0.15000000596046448,0:0
0,2,392,0,"{'x': 2.9933217662031124, 'y': 2.1178319265734644}","{'x': -2.0111063020879696, 'y': 0.6685767362225556}",0.15000000596046448,0:34
0,3,392,0,"{'x': 2.9932596581632565, 'y': 2.1187195589434595}","{'x': -2.0111063020879696, 'y': 0.6685767362225556}",0.15000000596046448,0:59
0,4,392,0,"{'x': 2.9930696385557125, 'y': 2.1187379171740504}","{'x': -2.0111063020879696, 'y': 0.6685767362225556}",0.15000000596046448,1:0
0,5,392,0,"{'x': 2.9930696385557125, 'y': 2.1187379171740504}","{'x': -2.0111063020879696, 'y': 0.6685767362225556}",0.15000000596046448,1:25
0,6,607,215,"{'x': 3.2836238436865113, 'y': 3.993822193527569}","{'x': -3.2503179712369996, 'y': -0.11962796484401972}",0.15000000596046448,1:26
0,7,607,0,"{'x': 3.2836238436865113, 'y': 3.993822193527569}","{'x': -3.2503179712369996, 'y': -0.11962796484401972}",0.15000000596046448,1:26
0,8,607,0,"{'x': 3.2836238436865113, 'y': 3.993822193527569}","{'x': -3.2503179712369996, 'y': -0.11962796484401972}",0.15000000596046448,1:54
0,9,655,48,"{'x': 3.2757079427315516, 'y': 4.356630359032387}","{'x': -4.158085481732564, 'y': -0.11962796484401972}",0.15000000596046448,2:45
0,10,801,146,"{'x': 2.781239989865494, 'y': 4.387398193585865}","{'x': -4.542297640069595, 'y': -0.11962796484401972}",0.15000000596046448,2:45
0,11,801,0,"{'x': 2.781239989865494, 'y': 4.387398193585865}","{'x': -4.542297640069595, 'y': -0.11962796484401972}",0.15000000596046448,3:7
0,12,1261,460,"{'x': 2.9989831659664805, 'y': 2.05994135624645}","{'x': -4.574418380359814, 'y': -1.0890725369228862}",0.15000000596046448,3:8
0,13,1261,0,"{'x': 2.9989831659664805, 'y': 2.05994135624645}","{'x': -4.574418380359814, 'y': -1.0890725369228862}",0.15000000596046448,3:8
0,14,1261,0,"{'x': 2.9989831659664805, 'y': 2.05994135624645}","{'x': -4.574418380359814, 'y': -1.0890725369228862}",0.15000000596046448,3:42
0,15,1261,0,"{'x': 2.999488613354176, 'y': 2.0586761284518027}","{'x': -4.574418380359814, 'y': -1.0890725369228862}",0.15000000596046448,3:42
0,16,1261,0,"{'x': 2.999488613354176, 'y': 2.0586761284518027}","{'x': -4.574418380359814, 'y': -1.0890725369228862}",0.15000000596046448,4:11
0,17,1261,0,"{'x': 2.999432584988087, 'y': 2.0587842810797476}","{'x': -4.574418380359814, 'y': -1.0890725369228862}",0.15000000596046448,4:12
0,18,1261,0,"{'x': 2.999432584988087, 'y': 2.0587842810797476}","{'x': -4.574418380359814, 'y': -1.0890725369228862}",0.15000000596046448,4:12
0,19,1261,0,"{'x': 2.999432584988087, 'y': 2.0587842810797476}","{'x': -4.574418380359814, 'y': -1.0890725369228862}",0.15000000596046448,4:46
0,20,1261,0,"{'x': 2.9991262171139415, 'y': 2.058754866187551}","{'x': -4.574418380359814, 'y': -1.0890725369228862}",0.15000000596046448,5:25
0,21,1261,0,"{'x': 2.998958370434254, 'y': 2.0585191596197867}","{'x': -4.574418380359814, 'y': -1.0890725369228862}",0.15000000596046448,5:25
0,22,1261,0,"{'x': 2.998958370434254, 'y': 2.0585191596197867}","{'x': -4.574418380359814, 'y': -1.0890725369228862}",0.15000000596046448,5:25
0,23,1261,0,"{'x': 2.998958370434254, 'y': 2.0585191596197867}","{'x': -4.574418380359814, 'y': -1.0890725369228862}",0.15000000596046448,5:59
0,24,1261,0,"{'x': 2.999061605679005, 'y': 2.058427010838964}","{'x': -4.574418380359814, 'y': -1.0890725369228862}",0.15000000596046448,6:0
0,25,1261,0,"{'x': 2.999061605679005, 'y': 2.058427010838964}","{'x': -4.574418380359814, 'y': -1.0890725369228862}",0.15000000596046448,6:0
0,26,1261,0,"{'x': 2.999061605679005, 'y': 2.058427010838964}","{'x': -4.574418380359814, 'y': -1.0890725369228862}",0.15000000596046448,6:18
0,27,1261,0,"{'x': 2.998885414349049, 'y': 2.0586523760008597}","{'x': -4.574418380359814, 'y': -1.0890725369228862}",0.15000000596046448,6:58
0,28,1261,0,"{'x': 2.999028703915089, 'y': 2.0587331402945304}","{'x': -4.574418380359814, 'y': -1.0890725369228862}",0.15000000596046448,6:58
0,29,1261,0,"{'x': 2.999028703915089, 'y': 2.0587331402945304}","{'x': -4.574418380359814, 'y': -1.0890725369228862}",0.15000000596046448,6:58
0,30,1261,0,"{'x': 2.999028703915089, 'y': 2.0587331402945304}","{'x': -4.574418380359814, 'y': -1.0890725369228862}",0.15000000596046448,7:11
0,31,1340,79,"{'x': 4.64009565437481, 'y': 3.694677967422548}","{'x': -4.578827006554544, 'y': -1.0935920166715387}",0.15000000596046448,7:12
0,32,1340,0,"{'x': 4.64009565437481, 'y': 3.694677967422548}","{'x': -4.578827006554544, 'y': -1.0935920166715387}",0.15000000596046448,7:14
