,N of iteration,Number of discovered cells,Number of newly discovered cells,Pose of robot in origin frame,Pose of origin in map frame,Map resolution,Time passed
0,1,610,610,"{'x': 3.376697673602645, 'y': 2.3410878666701858}","{'x': -2.016233219905441, 'y': -2.742473024970585}",0.15000000596046448,0:0
0,2,610,0,"{'x': 3.376697673602645, 'y': 2.3410878666701858}","{'x': -2.016233219905441, 'y': -2.742473024970585}",0.15000000596046448,0:18
0,3,1088,478,"{'x': 1.4122705315907085, 'y': 4.176678102136309}","{'x': -2.8850085742271054, 'y': -3.482815182214101}",0.15000000596046448,0:18
0,4,1088,0,"{'x': 1.4122452592213237, 'y': 4.176677804113085}","{'x': -2.8850085742271054, 'y': -3.482815182214101}",0.15000000596046448,0:58
0,5,1088,0,"{'x': 1.411581740315684, 'y': 4.176641862512286}","{'x': -2.8850085742271054, 'y': -3.482815182214101}",0.15000000596046448,1:30
0,6,1265,177,"{'x': 5.144961372448661, 'y': 1.782302727788738}","{'x': -2.928610997725602, 'y': -3.662989809617864}",0.15000000596046448,1:30
0,7,1265,0,"{'x': 5.144961372448661, 'y': 1.782302727788738}","{'x': -2.928610997725602, 'y': -3.662989809617864}",0.15000000596046448,2:4
0,8,1265,0,"{'x': 5.145416990353324, 'y': 1.7827167416513479}","{'x': -2.928610997725602, 'y': -3.662989809617864}",0.15000000596046448,2:4
0,9,1265,0,"{'x': 5.145416990353324, 'y': 1.7827167416513479}","{'x': -2.928610997725602, 'y': -3.662989809617864}",0.15000000596046448,2:4
0,10,1265,0,"{'x': 5.145416990353324, 'y': 1.7827167416513479}","{'x': -2.928610997725602, 'y': -3.662989809617864}",0.15000000596046448,2:36
0,11,1265,0,"{'x': 5.145703092648246, 'y': 1.7831381464899099}","{'x': -2.928610997725602, 'y': -3.662989809617864}",0.15000000596046448,2:36
0,12,1265,0,"{'x': 5.145703092648246, 'y': 1.7831381464899099}","{'x': -2.928610997725602, 'y': -3.662989809617864}",0.15000000596046448,2:36
0,13,1265,0,"{'x': 5.145703092648246, 'y': 1.7831381464899099}","{'x': -2.928610997725602, 'y': -3.662989809617864}",0.15000000596046448,3:8
0,14,1335,70,"{'x': 4.5537622344919875, 'y': 5.599270617009705}","{'x': -2.928610997725602, 'y': -3.662989809617864}",0.15000000596046448,3:9
0,15,1335,0,"{'x': 4.5537622344919875, 'y': 5.599270617009705}","{'x': -2.928610997725602, 'y': -3.662989809617864}",0.15000000596046448,3:9
0,16,1335,0,"{'x': 4.5537622344919875, 'y': 5.599270617009705}","{'x': -2.928610997725602, 'y': -3.662989809617864}",0.15000000596046448,3:17
